WellName,FlowDate,FlowRateAcFtPM,FlowRateCFS,FlowRateGPM
SW0245,12/1/2022,0,,
SW0245,1/1/2023,0,,
SW0245,2/1/2023,0,,
SW0245,3/1/2023,0,,
SW0245,4/1/2023,0,,
SW0245,5/1/2023,0,,
SW0245,6/1/2023,4.51,,
SW0245,7/1/2023,89.94,,
SW0245,8/1/2023,100.68,,
SW0245,9/1/2023,68.67,,
SW0014,10/1/2022,0,,
SW0014,11/1/2022,0,,
SW0014,12/1/2022,0,,
SW0014,1/1/2023,0,,
SW0014,2/1/2023,0,,
SW0014,3/1/2023,38.9,,
SW0014,4/1/2023,146.35,,
SW0014,5/1/2023,262.51,,
SW0014,6/1/2023,275.24,,
SW0014,7/1/2023,332.47,,
SW0014,8/1/2023,190.88,,
SW0014,9/1/2023,125.41,,
SW0206,10/1/2022,0,,
SW0206,11/1/2022,0,,
SW0206,12/1/2022,0,,
SW0206,1/1/2023,0,,
SW0206,2/1/2023,0,,
SW0206,3/1/2023,0,,
SW0206,4/1/2023,0,,
SW0206,5/1/2023,1.78,,
SW0206,6/1/2023,63.9,,
SW0206,7/1/2023,198.21,,
SW0206,8/1/2023,2.85,,
SW0206,9/1/2023,63.47,,
SW0262,10/1/2022,0,,
SW0262,11/1/2022,0,,
SW0262,12/1/2022,0,,
SW0262,1/1/2023,0,,
SW0262,2/1/2023,0,,
SW0262,3/1/2023,0,,
SW0262,4/1/2023,0,,
SW0262,5/1/2023,0,,
SW0262,6/1/2023,0,,
SW0262,7/1/2023,0,,
SW0262,8/1/2023,0,,
SW0262,9/1/2023,0,,
SW0286,10/1/2022,0,,
SW0286,11/1/2022,0,,
SW0286,12/1/2022,0,,
SW0286,1/1/2023,0,,
SW0286,2/1/2023,0,,
SW0286,3/1/2023,0,,
SW0286,4/1/2023,0,,
SW0286,5/1/2023,314.7,,
SW0286,6/1/2023,606.27,,
SW0286,7/1/2023,784.6,,
SW0286,8/1/2023,523.34,,
SW0286,9/1/2023,68.29,,
SW0131,10/1/2022,0,,
SW0131,11/1/2022,0,,
SW0131,12/1/2022,0,,
SW0131,1/1/2023,0,,
SW0131,2/1/2023,0,,
SW0131,3/1/2023,0.78,,
SW0131,4/1/2023,177.7,,
SW0131,5/1/2023,223.4,,
SW0131,6/1/2023,249,,
SW0131,7/1/2023,247.26,,
SW0131,8/1/2023,292.43,,
SW0131,9/1/2023,304.15,,
SW0187,10/1/2022,9.99,,
SW0244,10/1/2022,0,,
SW0244,11/1/2022,0,,
SW0244,12/1/2022,0,,
SW0244,1/1/2023,0,,
SW0244,2/1/2023,0,,
SW0244,3/1/2023,0,,
SW0244,4/1/2023,0,,
SW0244,5/1/2023,72.79,,
SW0244,6/1/2023,71.36,,
SW0244,7/1/2023,149.24,,
SW0244,8/1/2023,456.04,,
SW0244,9/1/2023,0,,
SW0130,10/1/2022,0,,
SW0130,11/1/2022,0,,
SW0130,12/1/2022,0,,
SW0130,1/1/2023,0,,
SW0130,2/1/2023,0,,
SW0130,3/1/2023,0,,
SW0130,4/1/2023,0,,
SW0130,5/1/2023,0,,
SW0130,6/1/2023,0,,
SW0130,7/1/2023,12.03,,
SW0130,8/1/2023,33.46,,
SW0130,9/1/2023,39.4,,
SW0077,10/1/2022,9810.94,,
SW0077,11/1/2022,7233.14,,
SW0077,12/1/2022,7906.72,,
SW0077,1/1/2023,17337.52,,
SW0077,2/1/2023,13590.53,,
SW0077,3/1/2023,34002.46,,
SW0077,4/1/2023,38355.14,,
SW0077,5/1/2023,50813.83,,
SW0077,6/1/2023,64057.76,,
SW0077,7/1/2023,51755.33,,
SW0077,8/1/2023,38595.26,,
SW0077,9/1/2023,26469.86,,
SW0041,10/1/2022,0,,
SW0041,11/1/2022,0,,
SW0041,12/1/2022,24.93,,
SW0041,1/1/2023,59.19,,
SW0041,2/1/2023,44.75,,
SW0041,3/1/2023,89.14,,
SW0041,4/1/2023,200.64,,
SW0041,5/1/2023,223.52,,
SW0041,6/1/2023,55.18,,
SW0041,7/1/2023,79.17,,
SW0041,8/1/2023,90.47,,
SW0041,9/1/2023,94.81,,
SW0270,10/1/2022,0,,
SW0270,11/1/2022,0,,
SW0270,12/1/2022,0,,
SW0270,1/1/2023,0,,
SW0270,2/1/2023,0,,
SW0270,3/1/2023,0,,
SW0270,4/1/2023,0,,
SW0270,5/1/2023,177.16,,
SW0270,6/1/2023,590.62,,
SW0270,7/1/2023,981.92,,
SW0270,8/1/2023,837.98,,
SW0270,9/1/2023,0,,
SW0272,10/1/2022,0,,
SW0272,11/1/2022,0,,
SW0272,12/1/2022,0,,
SW0272,1/1/2023,0,,
SW0272,2/1/2023,0,,
SW0272,3/1/2023,228.1,,
SW0272,4/1/2023,0,,
SW0272,5/1/2023,311.09,,
SW0272,6/1/2023,360.34,,
SW0272,7/1/2023,1247.74,,
SW0272,8/1/2023,1557.26,,
SW0272,9/1/2023,1603.03,,
SW0098,10/1/2022,0,,
SW0098,11/1/2022,0,,
SW0098,12/1/2022,7.26,,
SW0098,1/1/2023,17.77,,
SW0098,2/1/2023,0.5,,
SW0098,3/1/2023,64.05,,
SW0098,4/1/2023,71.44,,
SW0098,5/1/2023,83.91,,
SW0098,6/1/2023,73.29,,
SW0098,7/1/2023,11.48,,
SW0098,8/1/2023,14.77,,
SW0098,9/1/2023,1.73,,
SW0189,10/1/2022,0.23,,
SW0254,10/1/2022,0,,
SW0254,11/1/2022,0,,
SW0254,12/1/2022,0,,
SW0254,1/1/2023,0,,
SW0254,2/1/2023,0,,
SW0254,3/1/2023,0,,
SW0254,4/1/2023,0,,
SW0254,5/1/2023,0,,
SW0254,6/1/2023,0,,
SW0254,7/1/2023,0,,
SW0254,8/1/2023,0,,
SW0254,9/1/2023,0,,
SW0255,10/1/2022,0,,
SW0255,11/1/2022,0,,
SW0255,12/1/2022,0,,
SW0255,1/1/2023,0,,
SW0255,2/1/2023,0,,
SW0255,3/1/2023,0,,
SW0255,4/1/2023,0,,
SW0255,5/1/2023,17.15,,
SW0255,6/1/2023,97.36,,
SW0255,7/1/2023,203.1,,
SW0255,8/1/2023,182.13,,
SW0255,9/1/2023,0,,
SW0040,10/1/2022,210.37,,
SW0040,11/1/2022,254.84,,
SW0040,12/1/2022,244.46,,
SW0040,1/1/2023,151.09,,
SW0040,2/1/2023,53.49,,
SW0040,3/1/2023,118.88,,
SW0040,4/1/2023,192.49,,
SW0040,5/1/2023,232.51,,
SW0040,6/1/2023,217.06,,
SW0040,7/1/2023,224.31,,
SW0040,8/1/2023,180.18,,
SW0040,9/1/2023,168.46,,
SW0042,10/1/2022,58.09,,
SW0042,11/1/2022,80.13,,
SW0042,12/1/2022,21.22,,
SW0042,1/1/2023,15.96,,
SW0042,2/1/2023,3.89,,
SW0042,3/1/2023,30.61,,
SW0042,4/1/2023,18.48,,
SW0042,5/1/2023,185.22,,
SW0042,6/1/2023,194.93,,
SW0042,7/1/2023,201.34,,
SW0042,8/1/2023,164.01,,
SW0042,9/1/2023,189.38,,
SW0199,10/1/2022,0,,
SW0199,11/1/2022,0,,
SW0199,12/1/2022,0,,
SW0199,1/1/2023,0,,
SW0199,2/1/2023,0,,
SW0199,3/1/2023,0,,
SW0199,4/1/2023,0,,
SW0199,5/1/2023,229.92,,
SW0199,6/1/2023,3.27,,
SW0199,7/1/2023,197.26,,
SW0199,8/1/2023,5.95,,
SW0199,9/1/2023,0,,
SW0237,10/1/2022,0,,
SW0237,11/1/2022,0,,
SW0237,12/1/2022,0,,
SW0237,1/1/2023,0,,
SW0237,2/1/2023,0,,
SW0237,3/1/2023,0,,
SW0237,4/1/2023,0,,
SW0237,5/1/2023,136.74,,
SW0237,6/1/2023,194.68,,
SW0237,7/1/2023,214.4,,
SW0237,8/1/2023,166.38,,
SW0237,9/1/2023,0,,
SW0005,10/1/2022,32.19,,
SW0005,11/1/2022,42.82,,
SW0005,12/1/2022,38.79,,
SW0005,1/1/2023,44.42,,
SW0005,2/1/2023,38.06,,
SW0005,3/1/2023,140.12,,
SW0005,4/1/2023,116.48,,
SW0005,5/1/2023,104.68,,
SW0005,6/1/2023,233.03,,
SW0005,7/1/2023,474.42,,
SW0005,8/1/2023,338.12,,
SW0005,9/1/2023,286.91,,
SW0007,10/1/2022,0,,
SW0007,11/1/2022,0,,
SW0007,12/1/2022,0,,
SW0007,1/1/2023,6.32,,
SW0007,2/1/2023,4.36,,
SW0007,3/1/2023,318.45,,
SW0007,4/1/2023,65.01,,
SW0007,5/1/2023,495.79,,
SW0007,6/1/2023,920.98,,
SW0007,7/1/2023,1545.57,,
SW0007,8/1/2023,1423.64,,
SW0007,9/1/2023,241.16,,
SW0141,10/1/2022,0,,
SW0141,11/1/2022,0,,
SW0141,12/1/2022,0,,
SW0141,1/1/2023,0,,
SW0141,2/1/2023,0,,
SW0141,3/1/2023,0,,
SW0141,4/1/2023,0,,
SW0141,5/1/2023,35.97,,
SW0141,6/1/2023,55.4,,
SW0141,7/1/2023,106.94,,
SW0141,8/1/2023,12.48,,
SW0141,9/1/2023,36.16,,
SW0217,10/1/2022,241.25,,
SW0217,11/1/2022,16.07,,
SW0217,12/1/2022,20.55,,
SW0217,1/1/2023,26.1,,
SW0217,2/1/2023,30.46,,
SW0217,3/1/2023,214.27,,
SW0217,4/1/2023,545.66,,
SW0217,5/1/2023,585.96,,
SW0217,6/1/2023,380.8,,
SW0217,7/1/2023,607.89,,
SW0217,8/1/2023,208.36,,
SW0217,9/1/2023,194.81,,
SW0263,10/1/2022,0,,
SW0263,11/1/2022,0,,
SW0263,12/1/2022,0,,
SW0263,1/1/2023,0,,
SW0263,2/1/2023,0,,
SW0263,3/1/2023,0,,
SW0263,4/1/2023,0,,
SW0263,5/1/2023,0,,
SW0263,6/1/2023,0,,
SW0263,7/1/2023,0,,
SW0263,8/1/2023,0,,
SW0263,9/1/2023,0,,
SW0279,10/1/2022,0,,
SW0279,11/1/2022,0,,
SW0279,12/1/2022,0,,
SW0279,1/1/2023,0,,
SW0279,2/1/2023,0,,
SW0279,3/1/2023,15.27,,
SW0279,4/1/2023,9.66,,
SW0279,5/1/2023,14.48,,
SW0279,6/1/2023,20.67,,
SW0279,7/1/2023,99.83,,
SW0279,8/1/2023,43.26,,
SW0279,9/1/2023,24.26,,
SW0280,10/1/2022,0,,
SW0280,11/1/2022,0,,
SW0280,12/1/2022,0,,
SW0280,1/1/2023,0,,
SW0280,2/1/2023,0,,
SW0280,3/1/2023,21.3,,
SW0280,4/1/2023,0,,
SW0280,5/1/2023,0,,
SW0280,6/1/2023,9.32,,
SW0280,7/1/2023,31.83,,
SW0280,8/1/2023,52.69,,
SW0280,9/1/2023,13.78,,
SW0289,10/1/2022,0,,
SW0289,11/1/2022,0,,
SW0289,12/1/2022,0,,
SW0289,1/1/2023,0,,
SW0289,2/1/2023,0,,
SW0289,3/1/2023,0,,
SW0289,4/1/2023,0,,
SW0289,5/1/2023,14.12,,
SW0289,6/1/2023,9,,
SW0289,7/1/2023,81.75,,
SW0289,8/1/2023,0,,
SW0289,9/1/2023,0,,
SW0006,10/1/2022,510.35,,
SW0006,11/1/2022,163.42,,
SW0006,12/1/2022,154.71,,
SW0006,1/1/2023,159.87,,
SW0006,2/1/2023,144.4,,
SW0006,3/1/2023,251.91,,
SW0006,4/1/2023,0,,
SW0006,5/1/2023,0,,
SW0006,6/1/2023,0,,
SW0006,7/1/2023,0,,
SW0006,8/1/2023,0,,
SW0006,9/1/2023,0,,
SW0068,10/1/2022,137.73,,
SW0068,11/1/2022,111.37,,
SW0068,12/1/2022,153.38,,
SW0068,1/1/2023,242.47,,
SW0068,2/1/2023,192.44,,
SW0068,3/1/2023,411.76,,
SW0068,4/1/2023,1019.82,,
SW0068,5/1/2023,2830.59,,
SW0068,6/1/2023,3471.9,,
SW0068,7/1/2023,4218.56,,
SW0068,8/1/2023,2649.28,,
SW0068,9/1/2023,838.51,,
SW0215,10/1/2022,0,,
SW0215,11/1/2022,0,,
SW0215,12/1/2022,0,,
SW0215,1/1/2023,0,,
SW0215,2/1/2023,0,,
SW0215,3/1/2023,130.92,,
SW0215,4/1/2023,432.72,,
SW0215,5/1/2023,618.63,,
SW0215,6/1/2023,638.13,,
SW0215,7/1/2023,635.34,,
SW0215,8/1/2023,199.15,,
SW0215,9/1/2023,49.29,,
SW0246,10/1/2022,0,,
SW0246,11/1/2022,0,,
SW0246,12/1/2022,0,,
SW0246,1/1/2023,0,,
SW0246,2/1/2023,0,,
SW0246,3/1/2023,0,,
SW0246,4/1/2023,0,,
SW0246,5/1/2023,0,,
SW0246,6/1/2023,0,,
SW0246,7/1/2023,0,,
SW0246,8/1/2023,0,,
SW0246,9/1/2023,0,,
SW0297,10/1/2022,0,,
SW0297,11/1/2022,0,,
SW0297,12/1/2022,0,,
SW0297,1/1/2023,0,,
SW0297,2/1/2023,0,,
SW0297,3/1/2023,0,,
SW0297,4/1/2023,0,,
SW0297,5/1/2023,24.28,,
SW0297,6/1/2023,85.49,,
SW0297,7/1/2023,367.39,,
SW0297,8/1/2023,245.87,,
SW0297,9/1/2023,170.92,,
SW0016,10/1/2022,0,,
SW0016,11/1/2022,0,,
SW0016,12/1/2022,0,,
SW0016,1/1/2023,1.28,,
SW0016,2/1/2023,0.12,,
SW0016,3/1/2023,106.51,,
SW0016,4/1/2023,160.01,,
SW0016,5/1/2023,558.77,,
SW0016,6/1/2023,726.78,,
SW0016,7/1/2023,669.98,,
SW0016,8/1/2023,303.65,,
SW0016,9/1/2023,121.66,,
SW0065,10/1/2022,24.5,,
SW0065,11/1/2022,17.38,,
SW0065,12/1/2022,20.53,,
SW0065,1/1/2023,104.92,,
SW0065,2/1/2023,87.67,,
SW0065,3/1/2023,229.88,,
SW0065,4/1/2023,599.31,,
SW0065,5/1/2023,1789.81,,
SW0065,6/1/2023,1654.69,,
SW0065,7/1/2023,1491.3,,
SW0065,8/1/2023,1186.4,,
SW0065,9/1/2023,963.46,,
SW0198,10/1/2022,0,,
SW0198,11/1/2022,0,,
SW0198,12/1/2022,0,,
SW0198,1/1/2023,0,,
SW0198,2/1/2023,0,,
SW0198,3/1/2023,0,,
SW0198,4/1/2023,0,,
SW0198,5/1/2023,337.17,,
SW0198,6/1/2023,21.02,,
SW0198,7/1/2023,3.07,,
SW0198,8/1/2023,0,,
SW0198,9/1/2023,0,,
SW0253,10/1/2022,0,,
SW0253,11/1/2022,0,,
SW0253,12/1/2022,0,,
SW0253,1/1/2023,0,,
SW0253,2/1/2023,0,,
SW0253,3/1/2023,0,,
SW0253,4/1/2023,0,,
SW0253,5/1/2023,0,,
SW0253,6/1/2023,0,,
SW0253,7/1/2023,0,,
SW0253,8/1/2023,0,,
SW0253,9/1/2023,0,,
SW0298,10/1/2022,0,,
SW0298,11/1/2022,0,,
SW0298,12/1/2022,0,,
SW0298,1/1/2023,0,,
SW0298,2/1/2023,0,,
SW0298,3/1/2023,0,,
SW0298,4/1/2023,0,,
SW0298,5/1/2023,92.39,,
SW0298,6/1/2023,257.47,,
SW0298,7/1/2023,302.46,,
SW0298,8/1/2023,272.31,,
SW0298,9/1/2023,267.03,,
SW0078,10/1/2022,140.6,,
SW0078,11/1/2022,152.03,,
SW0078,12/1/2022,185.72,,
SW0078,1/1/2023,298.54,,
SW0078,2/1/2023,160.06,,
SW0078,3/1/2023,469.74,,
SW0078,4/1/2023,402.55,,
SW0078,5/1/2023,662.98,,
SW0078,6/1/2023,1083.12,,
SW0078,7/1/2023,1443.03,,
SW0078,8/1/2023,1131.47,,
SW0078,9/1/2023,778.82,,
SW0017,10/1/2022,208.92,,
SW0017,11/1/2022,170.66,,
SW0017,12/1/2022,194.89,,
SW0017,1/1/2023,470.22,,
SW0017,2/1/2023,236.31,,
SW0017,3/1/2023,803.14,,
SW0017,4/1/2023,864.42,,
SW0017,5/1/2023,2735.2,,
SW0017,6/1/2023,4107.4,,
SW0017,7/1/2023,6291.22,,
SW0017,8/1/2023,4831.7,,
SW0017,9/1/2023,2239.53,,
SW0019,10/1/2022,256.42,,
SW0019,11/1/2022,255.54,,
SW0019,12/1/2022,291.59,,
SW0019,1/1/2023,342.13,,
SW0019,2/1/2023,260.71,,
SW0019,3/1/2023,502.46,,
SW0019,4/1/2023,531.42,,
SW0019,5/1/2023,1173.96,,
SW0019,6/1/2023,1927.17,,
SW0019,7/1/2023,3159.04,,
SW0019,8/1/2023,2327.78,,
SW0019,9/1/2023,1333.26,,
SW0022,10/1/2022,8.54,,
SW0022,11/1/2022,11.43,,
SW0022,12/1/2022,10.17,,
SW0022,1/1/2023,0,,
SW0022,2/1/2023,0,,
SW0022,3/1/2023,1.25,,
SW0022,4/1/2023,10.85,,
SW0022,5/1/2023,12.83,,
SW0022,6/1/2023,17.77,,
SW0022,7/1/2023,20.41,,
SW0022,8/1/2023,13.32,,
SW0022,9/1/2023,0,,
SW0028,10/1/2022,0,,
SW0028,11/1/2022,0,,
SW0028,12/1/2022,0,,
SW0028,1/1/2023,2.35,,
SW0028,2/1/2023,0,,
SW0028,3/1/2023,0.08,,
SW0028,4/1/2023,38.79,,
SW0028,5/1/2023,72.13,,
SW0028,6/1/2023,72.54,,
SW0028,7/1/2023,56.86,,
SW0028,8/1/2023,70.57,,
SW0028,9/1/2023,59.61,,
SW0066,10/1/2022,129.21,,
SW0066,11/1/2022,7.18,,
SW0066,12/1/2022,64.78,,
SW0066,1/1/2023,111.27,,
SW0066,2/1/2023,299.42,,
SW0066,3/1/2023,510.61,,
SW0066,4/1/2023,253.99,,
SW0066,5/1/2023,0.49,,
SW0066,6/1/2023,0,,
SW0066,7/1/2023,0,,
SW0066,8/1/2023,0,,
SW0066,9/1/2023,0,,
SW0092,10/1/2022,0,,
SW0092,11/1/2022,0,,
SW0092,12/1/2022,0,,
SW0092,1/1/2023,0.26,,
SW0092,2/1/2023,1.59,,
SW0092,3/1/2023,4.14,,
SW0092,4/1/2023,5.44,,
SW0092,5/1/2023,13.46,,
SW0092,6/1/2023,14.16,,
SW0092,7/1/2023,18.31,,
SW0092,8/1/2023,19.55,,
SW0092,9/1/2023,16.27,,
SW0362,10/1/2022,13,,
SW0362,11/1/2022,227,,
SW0362,12/1/2022,695,,
SW0362,1/1/2023,1216,,
SW0362,2/1/2023,857,,
SW0362,3/1/2023,438,,
SW0362,4/1/2023,0,,
SW0362,5/1/2023,0,,
SW0362,6/1/2023,0,,
SW0362,7/1/2023,0,,
SW0362,8/1/2023,931,,
SW0362,9/1/2023,2143,,
SW0377,10/1/2022,0,,
SW0377,11/1/2022,0,,
SW0377,12/1/2022,0,,
SW0377,1/1/2023,0,,
SW0377,2/1/2023,0,,
SW0377,3/1/2023,244.56,,
SW0377,4/1/2023,29.75,,
SW0377,5/1/2023,263.68,,
SW0377,6/1/2023,461.87,,
SW0377,7/1/2023,732.97,,
SW0377,8/1/2023,750.86,,
SW0377,9/1/2023,90.05,,
SW0025,10/1/2022,31.27,,
SW0025,11/1/2022,23.99,,
SW0025,12/1/2022,29.38,,
SW0025,1/1/2023,117.44,,
SW0025,2/1/2023,26.73,,
SW0025,3/1/2023,116.8,,
SW0025,4/1/2023,211.25,,
SW0025,5/1/2023,339.09,,
SW0025,6/1/2023,238.11,,
SW0025,7/1/2023,342.35,,
SW0025,8/1/2023,197.22,,
SW0025,9/1/2023,146.8,,
SW0030,10/1/2022,0,,
SW0030,11/1/2022,0,,
SW0030,12/1/2022,0,,
SW0030,1/1/2023,0,,
SW0030,2/1/2023,0,,
SW0030,3/1/2023,0,,
SW0030,4/1/2023,0,,
SW0030,5/1/2023,54.38,,
SW0030,6/1/2023,131.56,,
SW0030,7/1/2023,8.09,,
SW0030,8/1/2023,0.4,,
SW0030,9/1/2023,0,,
SW0031,10/1/2022,141.9,,
SW0031,11/1/2022,126.91,,
SW0031,12/1/2022,145.15,,
SW0031,1/1/2023,173.2,,
SW0031,2/1/2023,147.83,,
SW0031,3/1/2023,255.72,,
SW0031,4/1/2023,243.2,,
SW0031,5/1/2023,489.92,,
SW0031,6/1/2023,677.12,,
SW0031,7/1/2023,629.24,,
SW0031,8/1/2023,455.67,,
SW0031,9/1/2023,396.24,,
SW0033,10/1/2022,0,,
SW0033,11/1/2022,0,,
SW0033,12/1/2022,0,,
SW0033,1/1/2023,34.3,,
SW0033,2/1/2023,0,,
SW0033,3/1/2023,53.56,,
SW0033,4/1/2023,5.52,,
SW0033,5/1/2023,56.41,,
SW0033,6/1/2023,556.82,,
SW0033,7/1/2023,2178.02,,
SW0033,8/1/2023,926.83,,
SW0033,9/1/2023,106.12,,
SW0049,10/1/2022,8205.38,,
SW0049,11/1/2022,8001.92,,
SW0049,12/1/2022,8627.62,,
SW0049,1/1/2023,16781.98,,
SW0049,2/1/2023,13599.14,,
SW0049,3/1/2023,21812.44,,
SW0049,4/1/2023,37297.66,,
SW0049,5/1/2023,45736.48,,
SW0049,6/1/2023,46320.49,,
SW0049,7/1/2023,43443.93,,
SW0049,8/1/2023,29164.73,,
SW0049,9/1/2023,22312.78,,
SW0152,10/1/2022,0,,
SW0152,11/1/2022,0,,
SW0152,12/1/2022,0,,
SW0152,1/1/2023,0,,
SW0152,2/1/2023,0,,
SW0152,3/1/2023,90.32,,
SW0152,4/1/2023,0,,
SW0152,5/1/2023,0,,
SW0152,6/1/2023,145.78,,
SW0152,7/1/2023,53.55,,
SW0152,8/1/2023,134.38,,
SW0152,9/1/2023,0,,
SW0154,10/1/2022,0,,
SW0154,11/1/2022,0,,
SW0154,12/1/2022,0,,
SW0154,1/1/2023,0,,
SW0154,2/1/2023,0,,
SW0154,3/1/2023,212.77,,
SW0154,4/1/2023,0,,
SW0154,5/1/2023,9888.63,,
SW0154,6/1/2023,10478.68,,
SW0154,7/1/2023,2569.59,,
SW0154,8/1/2023,3866.78,,
SW0154,9/1/2023,0,,
SW0326,10/1/2022,2215,,
SW0326,11/1/2022,479,,
SW0326,12/1/2022,97,,
SW0326,1/1/2023,58,,
SW0326,2/1/2023,73,,
SW0326,3/1/2023,536,,
SW0326,4/1/2023,4171,,
SW0326,5/1/2023,2585,,
SW0326,6/1/2023,1271,,
SW0326,7/1/2023,2364,,
SW0326,8/1/2023,182,,
SW0326,9/1/2023,132,,
SW0409,10/1/2022,0,,
SW0409,11/1/2022,0,,
SW0409,12/1/2022,0,,
SW0409,1/1/2023,0,,
SW0409,2/1/2023,0,,
SW0409,3/1/2023,0,,
SW0409,4/1/2023,3.22,,
SW0409,5/1/2023,4.18,,
SW0409,6/1/2023,3.43,,
SW0409,7/1/2023,3.63,,
SW0409,8/1/2023,4.33,,
SW0409,9/1/2023,4.7,,
SW0018,10/1/2022,206.19,,
SW0018,11/1/2022,163.27,,
SW0018,12/1/2022,231.65,,
SW0018,1/1/2023,580.31,,
SW0018,2/1/2023,287.3,,
SW0018,3/1/2023,1122.27,,
SW0018,4/1/2023,865.59,,
SW0018,5/1/2023,2782.62,,
SW0018,6/1/2023,3887.13,,
SW0018,7/1/2023,5642.26,,
SW0018,8/1/2023,3555.59,,
SW0018,9/1/2023,1910.21,,
SW0082,10/1/2022,0,,
SW0082,11/1/2022,0,,
SW0082,12/1/2022,0,,
SW0082,1/1/2023,0.03,,
SW0082,2/1/2023,0,,
SW0082,3/1/2023,0.93,,
SW0082,4/1/2023,7.15,,
SW0082,5/1/2023,883.19,,
SW0082,6/1/2023,950.08,,
SW0082,7/1/2023,129.92,,
SW0082,8/1/2023,41.65,,
SW0082,9/1/2023,0,,
SW0086,10/1/2022,0,,
SW0086,11/1/2022,0,,
SW0086,12/1/2022,0,,
SW0086,1/1/2023,757.22,,
SW0086,2/1/2023,0,,
SW0086,3/1/2023,0,,
SW0086,4/1/2023,0,,
SW0086,5/1/2023,0,,
SW0086,6/1/2023,0,,
SW0086,7/1/2023,0,,
SW0086,8/1/2023,0,,
SW0086,9/1/2023,0,,
SW0091,10/1/2022,0.11,,
SW0091,11/1/2022,0.14,,
SW0091,12/1/2022,0.17,,
SW0091,1/1/2023,0.2,,
SW0091,2/1/2023,1.73,,
SW0091,3/1/2023,4.59,,
SW0091,4/1/2023,19.17,,
SW0091,5/1/2023,28.92,,
SW0091,6/1/2023,32.86,,
SW0091,7/1/2023,27.95,,
SW0091,8/1/2023,27.94,,
SW0091,9/1/2023,15.01,,
SW0151,10/1/2022,0,,
SW0151,11/1/2022,0,,
SW0151,12/1/2022,0,,
SW0151,1/1/2023,0,,
SW0151,2/1/2023,0,,
SW0151,3/1/2023,0,,
SW0151,4/1/2023,0,,
SW0151,5/1/2023,0,,
SW0151,6/1/2023,0,,
SW0151,7/1/2023,0,,
SW0151,8/1/2023,0,,
SW0151,9/1/2023,0,,
SW0365,10/1/2022,577.19,,
SW0365,11/1/2022,416.53,,
SW0365,12/1/2022,368.92,,
SW0365,1/1/2023,362.98,,
SW0365,2/1/2023,333.22,,
SW0365,3/1/2023,610.91,,
SW0365,4/1/2023,595.04,,
SW0365,5/1/2023,392.73,,
SW0365,6/1/2023,178.51,,
SW0365,7/1/2023,184.46,,
SW0365,8/1/2023,275.7,,
SW0365,9/1/2023,654.54,,
SW0085,10/1/2022,1.94,,
SW0085,11/1/2022,1.63,,
SW0085,12/1/2022,1.68,,
SW0085,1/1/2023,0.02,,
SW0085,2/1/2023,4.2,,
SW0085,3/1/2023,4.73,,
SW0085,4/1/2023,14.84,,
SW0085,5/1/2023,17.65,,
SW0085,6/1/2023,18.27,,
SW0085,7/1/2023,18,,
SW0085,8/1/2023,18,,
SW0085,9/1/2023,18,,
SW0150,10/1/2022,0,,
SW0150,11/1/2022,0,,
SW0150,12/1/2022,0,,
SW0150,1/1/2023,0,,
SW0150,2/1/2023,0,,
SW0150,3/1/2023,0,,
SW0150,4/1/2023,0,,
SW0150,5/1/2023,0,,
SW0150,6/1/2023,0,,
SW0150,7/1/2023,10.91,,
SW0150,8/1/2023,0,,
SW0150,9/1/2023,0,,
SW0020,10/1/2022,5.7,,
SW0020,11/1/2022,10.12,,
SW0020,12/1/2022,13.28,,
SW0020,1/1/2023,22.31,,
SW0020,2/1/2023,28.16,,
SW0020,3/1/2023,223.66,,
SW0020,4/1/2023,63.74,,
SW0020,5/1/2023,269.96,,
SW0020,6/1/2023,663.25,,
SW0020,7/1/2023,476.26,,
SW0020,8/1/2023,255.93,,
SW0020,9/1/2023,81.45,,
SW0021,10/1/2022,46.14,,
SW0021,11/1/2022,51.61,,
SW0021,12/1/2022,61.13,,
SW0021,1/1/2023,86.16,,
SW0021,2/1/2023,55.55,,
SW0021,3/1/2023,101.26,,
SW0021,4/1/2023,190.72,,
SW0021,5/1/2023,215.92,,
SW0021,6/1/2023,220.38,,
SW0021,7/1/2023,248.31,,
SW0021,8/1/2023,218.65,,
SW0021,9/1/2023,174.57,,
SW0023,10/1/2022,45.91,,
SW0023,11/1/2022,51.18,,
SW0023,12/1/2022,28.72,,
SW0023,1/1/2023,1.92,,
SW0023,2/1/2023,1.09,,
SW0023,3/1/2023,12.34,,
SW0023,4/1/2023,39.97,,
SW0023,5/1/2023,13.1,,
SW0023,6/1/2023,52.96,,
SW0023,7/1/2023,159.5,,
SW0023,8/1/2023,107.25,,
SW0023,9/1/2023,63.39,,
SW0094,10/1/2022,176.32,,
SW0094,11/1/2022,37.16,,
SW0094,12/1/2022,30.74,,
SW0094,1/1/2023,111.96,,
SW0094,2/1/2023,28,,
SW0094,3/1/2023,130.6,,
SW0094,4/1/2023,316.3,,
SW0094,5/1/2023,508.6,,
SW0094,6/1/2023,393.22,,
SW0094,7/1/2023,546.48,,
SW0094,8/1/2023,352.91,,
SW0094,9/1/2023,284.05,,
SW0096,10/1/2022,0,,
SW0096,11/1/2022,0,,
SW0096,12/1/2022,0,,
SW0096,1/1/2023,0,,
SW0096,2/1/2023,0,,
